test_name,index,duration_in_ms,size_gb
db.insert,35,17.885974997625453,3.53 GiB
db.insert,36,15.526017999945907,3.53 GiB
db.insert,37,18.89517399831675,3.53 GiB
db.insert,38,26.58363899899996,3.53 GiB
db.insert,39,20.676620999438455,3.53 GiB
db.insert,40,15.452430001460016,3.53 GiB
db.insert,41,19.251337998866802,3.53 GiB
db.insert,42,18.315728000743547,3.53 GiB
db.insert,43,30.35569200073951,3.53 GiB
db.insert,44,21.602001001156168,3.53 GiB
db.insert,45,17.281287000514567,3.53 GiB
db.insert,46,21.45111500067287,3.53 GiB
db.insert,47,21.410493001894793,3.53 GiB
db.insert,48,16.798955999547616,3.53 GiB
db.insert,49,31.858911002927925,3.53 GiB
db.insert,50,13.066192001133459,3.53 GiB
db.insert,51,15.386719998787157,3.53 GiB
db.insert,52,18.860430998756783,3.53 GiB
db.insert,53,19.86344700344489,3.53 GiB
db.insert,54,82.17892299944651,3.53 GiB
db.insert,55,20.541379999485798,3.53 GiB
db.insert,56,20.000479998998344,3.53 GiB
db.insert,57,20.685337000031723,3.53 GiB
db.insert,58,39.55229100029101,3.53 GiB
db.insert,59,21.15220199993928,3.53 GiB
db.insert,60,20.502515999396564,3.53 GiB
db.insert,61,23.415792999003315,3.53 GiB
db.insert,62,24.965174998214934,3.53 GiB
db.insert,63,24.846666001394624,3.53 GiB
db.insert,64,26.759395997942192,3.53 GiB
db.insert,65,20.506492001004517,3.53 GiB
db.insert,66,20.747558999573812,3.53 GiB
db.insert,67,21.688384000299266,3.53 GiB
db.insert,68,25.90966999923694,3.53 GiB
db.insert,69,22.831566999229835,3.53 GiB
db.insert,70,21.8275650004216,3.53 GiB
db.insert,71,57.20082900006673,3.53 GiB
db.insert,72,20.307243001298048,3.53 GiB
db.insert,73,28.888826996990247,3.53 GiB
db.insert,74,31.963837001967477,3.53 GiB
db.insert,75,24.39770500131999,3.53 GiB
db.insert,76,20.519024001259822,3.53 GiB
db.insert,77,18.88547400085372,3.53 GiB
db.insert,78,25.103476000367664,3.53 GiB
db.insert,79,32.2574630008603,3.53 GiB
db.insert,80,23.35432700056117,3.53 GiB
db.insert,81,19.164105997333536,3.53 GiB
db.insert,82,18.4774519984785,3.53 GiB
db.insert,83,25.011410001752665,3.53 GiB
db.insert,84,24.47311899959459,3.53 GiB
db.insert,85,23.98130800065701,3.53 GiB
db.insert,86,21.355963002861245,3.53 GiB
db.insert,87,18.42003500132705,3.53 GiB
db.insert,88,24.35174800120876,3.53 GiB
db.insert,89,30.683120003232034,3.53 GiB
db.insert,90,24.877741998352576,3.53 GiB
db.insert,91,21.18075800171937,3.53 GiB
db.insert,92,19.39632200082997,3.53 GiB
db.insert,93,95.59128200271516,3.53 GiB
db.insert,94,36.876255999231944,3.53 GiB
db.insert,95,27.41846799835912,3.53 GiB
db.insert,96,36.50967200155719,3.53 GiB
db.insert,97,21.92668799762032,3.53 GiB
db.insert,98,18.939359000796685,3.53 GiB
db.insert,99,25.802331998420414,3.53 GiB
db.fetch,0,31.189842000458157,5.30 GiB
db.fetch,1,34.50716299994383,5.30 GiB
db.fetch,2,30.168454999511596,5.30 GiB
db.fetch,3,32.30754700052785,5.30 GiB
db.fetch,4,32.393347999459365,5.30 GiB
db.fetch,5,31.825443998968694,5.30 GiB
db.fetch,6,30.68607100067311,5.30 GiB
db.fetch,7,32.11883800031501,5.30 GiB
db.fetch,8,29.784055001073284,5.30 GiB
db.fetch,9,29.449623998516472,5.30 GiB
db.fetch,10,31.54252400054247,5.30 GiB
db.fetch,11,31.799909000255866,5.30 GiB
db.fetch,12,34.89125600026455,5.30 GiB
db.fetch,13,25.348708000819897,5.30 GiB
db.fetch,14,31.36154800085933,5.30 GiB
db.fetch,15,32.9942470016249,5.30 GiB
db.fetch,16,31.27106099782395,5.30 GiB
db.fetch,17,29.978633003338473,5.30 GiB
db.fetch,18,31.649712997023016,5.30 GiB
db.fetch,19,40.16147900256328,5.30 GiB
db.fetch,20,26.983673000358976,5.30 GiB
db.fetch,21,27.200109001569217,5.30 GiB
db.fetch,22,27.967632999207126,5.30 GiB
db.fetch,23,30.93875400008983,5.30 GiB
db.fetch,24,29.083895999065135,5.30 GiB
db.fetch,25,28.03983400008292,5.30 GiB
db.fetch,26,28.08028499930515,5.30 GiB
db.fetch,27,29.567984001914738,5.30 GiB
db.fetch,28,31.515468999714358,5.30 GiB
db.fetch,29,24.66756900321343,5.30 GiB
db.fetch,30,30.757120002817828,5.30 GiB
db.fetch,31,28.080505999241723,5.30 GiB
db.fetch,32,28.66525999706937,5.30 GiB
db.fetch,33,25.28947299651918,5.30 GiB
db.fetch,34,25.16528200067114,5.30 GiB
db.fetch,35,28.84837400051765,5.30 GiB
db.fetch,36,32.112805001816014,5.30 GiB
db.fetch,37,32.14498099987395,5.30 GiB
db.fetch,38,30.774991002544994,5.30 GiB
db.fetch,39,32.182142000237945,5.30 GiB
db.fetch,40,31.479367000429193,5.30 GiB
db.fetch,41,29.307701999641722,5.30 GiB
db.fetch,42,28.54863500033389,5.30 GiB
db.fetch,43,30.54240200071945,5.30 GiB
db.fetch,44,31.90629199889372,5.30 GiB
db.fetch,45,30.108332000963856,5.30 GiB
db.fetch,46,27.507536000484833,5.30 GiB
db.fetch,47,27.681732000928605,5.30 GiB
db.fetch,48,25.789565999730257,5.30 GiB
db.fetch,49,20.991449000575813,5.30 GiB
db.fetch,50,22.01457999763079,5.30 GiB
db.fetch,51,25.432976999582024,5.30 GiB
db.fetch,52,22.30353499908233,5.30 GiB
db.fetch,53,25.750955002877163,5.30 GiB
db.fetch,54,21.417937001388054,5.30 GiB
db.fetch,55,82.34591799919144,5.30 GiB
db.fetch,56,25.335857000754913,5.30 GiB
db.fetch,57,27.129635000164853,5.30 GiB
db.fetch,58,26.19376199800172,5.30 GiB
db.fetch,59,25.24188900133595,5.30 GiB
db.fetch,60,24.151740999514004,5.30 GiB
db.fetch,61,28.54631199807045,5.30 GiB
db.fetch,62,23.030294996715384,5.30 GiB
db.fetch,63,29.868721001548693,5.30 GiB
db.fetch,64,31.691481999587268,5.30 GiB
db.fetch,65,30.39083300245693,5.30 GiB
db.fetch,66,33.22162000040407,5.30 GiB
db.fetch,67,28.109077000408433,5.30 GiB
db.fetch,68,32.15730299780262,5.30 GiB
db.fetch,69,30.89678499964066,5.30 GiB
db.fetch,70,25.883581998641603,5.30 GiB
db.fetch,71,34.037751000141725,5.30 GiB
db.fetch,72,30.46918700056267,5.30 GiB
db.fetch,73,26.895041999523528,5.30 GiB
db.fetch,74,18.82360899980995,5.30 GiB
db.fetch,75,32.6850919991557,5.30 GiB
db.fetch,76,23.04518100208952,5.30 GiB
db.fetch,77,21.825400999659905,5.30 GiB
db.fetch,78,31.681397998909233,5.30 GiB
db.fetch,79,26.356846999988193,5.30 GiB
db.fetch,80,30.43331599837984,5.30 GiB
db.fetch,81,28.06031699947198,5.30 GiB
db.fetch,82,29.318929999135435,5.30 GiB
db.fetch,83,28.603369999473216,5.30 GiB
db.fetch,84,32.50570599993807,5.30 GiB
db.fetch,85,27.02883899837616,5.30 GiB
db.fetch,86,23.43350099909003,5.30 GiB
db.fetch,87,29.333506001421483,5.30 GiB
db.fetch,88,26.54487700056052,5.30 GiB
db.fetch,89,22.29729000100633,5.30 GiB
db.fetch,90,28.79972899972927,5.30 GiB
db.fetch,91,23.531008999270853,5.30 GiB
db.fetch,92,23.205475001304876,5.30 GiB
db.fetch,93,31.020458998682443,5.30 GiB
db.fetch,94,32.91492800053675,5.30 GiB
db.fetch,95,29.265872999530984,5.30 GiB
db.fetch,96,94.23749499910627,5.30 GiB
db.fetch,97,30.080675998760853,5.30 GiB
db.fetch,98,28.368696999677923,5.30 GiB
db.fetch,99,23.432273999787867,5.30 GiB
db.insert,0,18.085330000758404,5.30 GiB
db.insert,1,27.674760000081733,5.30 GiB
db.insert,2,22.348983999108896,5.30 GiB
db.insert,3,23.73367699692608,5.30 GiB
db.insert,4,26.488072999200085,5.30 GiB
db.insert,5,22.439690001192503,5.30 GiB
db.insert,6,20.30348399784998,5.30 GiB
db.insert,7,19.689453998580575,5.30 GiB
db.insert,8,23.724672999378527,5.30 GiB
db.insert,9,30.944858001021203,5.30 GiB
db.insert,10,24.42842199889128,5.30 GiB
db.insert,11,22.93751999968663,5.30 GiB
db.insert,12,20.265844999812543,5.30 GiB
db.insert,13,18.52681499804021,5.30 GiB
db.insert,14,26.14945199820795,5.30 GiB
db.insert,15,24.150899997039232,5.30 GiB
db.insert,16,21.02588300112984,5.30 GiB
db.insert,17,20.176599999103928,5.30 GiB
db.insert,18,26.676090998080326,5.30 GiB
db.insert,19,28.99674599757418,5.30 GiB
db.insert,20,22.516546003316762,5.30 GiB
db.insert,21,20.728941999550443,5.30 GiB
db.insert,22,17.486356999143027,5.30 GiB
db.insert,23,25.229552000382682,5.30 GiB
db.insert,24,25.223870001354953,5.30 GiB
db.insert,25,17.11210699795629,5.30 GiB
db.insert,26,14.392439999937778,5.30 GiB
db.insert,27,18.129486998077482,5.30 GiB
db.insert,28,23.182968001492554,5.30 GiB
db.insert,29,22.319562998745823,5.30 GiB
db.insert,30,19.586866997997276,5.30 GiB
db.insert,31,15.593935997458175,5.30 GiB
db.insert,32,18.99176000006264,5.30 GiB
db.insert,33,24.13258800152107,5.30 GiB
db.insert,34,26.214841000182787,5.30 GiB
db.insert,35,18.424918001983315,5.30 GiB
db.insert,36,22.339236998959677,5.30 GiB
db.insert,37,21.844184997462435,5.30 GiB
db.insert,38,92.55576700161328,5.30 GiB
db.insert,39,29.741930000454886,5.30 GiB
db.insert,40,28.68936600134475,5.30 GiB
db.insert,41,16.49234100113972,5.30 GiB
db.insert,42,32.062779002444586,5.30 GiB
db.insert,43,17.654822000622516,5.30 GiB
db.insert,44,18.10105899858172,5.30 GiB
db.insert,45,24.39481200053706,5.30 GiB
db.insert,46,18.570904998341575,5.30 GiB
db.insert,47,19.523825001670048,5.30 GiB
db.insert,48,19.924102001823485,5.30 GiB
db.insert,49,24.5503660007671,5.30 GiB
db.insert,50,25.444389997574035,5.30 GiB
db.insert,51,23.004808997939108,5.30 GiB
db.insert,52,25.402617000509053,5.30 GiB
db.insert,53,22.73283800241188,5.30 GiB
db.insert,54,20.030042996950215,5.30 GiB
db.insert,55,52.84430099709425,5.30 GiB
db.insert,56,15.616042997862678,5.30 GiB
db.insert,57,12.58511700143572,5.30 GiB
db.insert,58,15.995958998246351,5.30 GiB
db.insert,59,22.852105998026673,5.30 GiB
db.insert,60,21.1843469987798,5.30 GiB
db.insert,61,15.135425001062686,5.30 GiB
db.insert,62,14.696242000354687,5.30 GiB
db.insert,63,13.72323800023878,5.30 GiB
db.insert,64,20.342577998235356,5.30 GiB
db.insert,65,24.796403999062022,5.30 GiB
db.insert,66,16.185732998565072,5.30 GiB
db.insert,67,14.96170400059782,5.30 GiB
db.insert,68,16.14206000158447,5.30 GiB
db.insert,69,19.837559997540666,5.30 GiB
db.insert,70,23.28427499742247,5.30 GiB
db.insert,71,16.74866400207975,5.30 GiB
db.insert,72,13.744716998189688,5.30 GiB
db.insert,73,18.208587000117404,5.30 GiB
db.insert,74,17.873979999421863,5.30 GiB
db.insert,75,19.29670300160069,5.30 GiB
db.insert,76,17.184024000016507,5.30 GiB
db.insert,77,15.014838001661701,5.30 GiB
db.insert,78,13.391037999099353,5.30 GiB
db.insert,79,20.65122600106406,5.30 GiB
db.insert,80,26.127680997888092,5.30 GiB
db.insert,81,22.714266000548378,5.30 GiB
db.insert,82,21.50034000078449,5.30 GiB
db.insert,83,19.865750000462867,5.30 GiB
db.insert,84,73.2989499992982,5.30 GiB
db.insert,85,34.84032400228898,5.30 GiB
db.insert,86,31.10265299983439,5.30 GiB
db.insert,87,22.943469000892946,5.30 GiB
db.insert,88,20.675366999057587,5.30 GiB
db.insert,89,30.154598000081023,5.30 GiB
db.insert,90,23.647588001040276,5.30 GiB
db.insert,91,23.276133000763366,5.30 GiB
db.insert,92,23.364743999991333,5.30 GiB
